id,realtionship_status,industry,genre,targeted_sex,average_runtime(minutes_per_week),airtime,airlocation,ratings,expensive,money_back_guarantee,netgain
24792,Never-married,Political,Comedy,Male,40,Morning,United-States,0.027464672000000002,High,Yes,0
9423,Divorced,Auto,Comedy,Female,30,Primetime,United-States,0.027464672000000002,Low,Yes,1
6858,Never-married,Political,Comedy,Female,25,Morning,United-States,0.027464672000000002,High,Yes,0
12972,Married-civ-spouse,Pharma,Comedy,Male,45,Primetime,United-States,0.027464672000000002,Low,Yes,0
21855,Divorced,Auto,Comedy,Male,15,Primetime,United-States,0.027464672000000002,Low,Yes,0
2857,Never-married,Political,Comedy,Male,40,Morning,United-States,0.027464672000000002,High,Yes,0
31854,Never-married,Political,Comedy,Male,40,Morning,Yugoslavia,0.027464672000000002,Low,Yes,0
30107,Married-civ-spouse,Pharma,Comedy,Male,73,Primetime,United-States,0.027464672000000002,High,No,1
2611,Married-civ-spouse,Pharma,Comedy,Male,40,Daytime,United-States,0.027464672000000002,Low,Yes,0
3031,Married-civ-spouse,Pharma,Comedy,Male,60,Morning,United-States,0.027464672000000002,High,No,0
17,Never-married,Entertainment,Comedy,Female,20,Primetime,United-States,0.027464672000000002,Low,Yes,0
22954,Married-spouse-absent,Political,Comedy,Female,48,Morning,United-States,0.027464672000000002,Medium,No,0
30161,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,High,Yes,0
13139,Widowed,Auto,Comedy,Male,8,Daytime,United-States,0.027464672000000002,Low,Yes,0
21598,Divorced,Auto,Comedy,Male,80,Primetime,United-States,0.027464672000000002,High,No,1
24092,Married-civ-spouse,Pharma,Comedy,Male,40,Morning,International,0.027464672000000002,High,No,1
13029,Married-civ-spouse,Other,Comedy,Female,18,Primetime,United-States,0.027464672000000002,High,No,1
23323,Never-married,Political,Comedy,Male,40,Morning,United-States,0.027464672000000002,High,No,0
9992,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,Yes,1
26608,Married-civ-spouse,Pharma,Comedy,Male,50,Morning,United-States,0.027464672000000002,High,No,0
14499,Never-married,Auto,Comedy,Male,40,Morning,United-States,0.027464672000000002,Low,Yes,0
20553,Separated,Auto,Comedy,Male,65,Primetime,Mexico,0.027464672000000002,Low,No,0
25092,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,High,Yes,0
11869,Divorced,ClassAction,Comedy,Male,70,Primetime,United-States,0.027464672000000002,Low,Yes,0
17002,Divorced,Entertainment,Comedy,Female,40,Primetime,United-States,0.027464672000000002,Low,Yes,0
11202,Divorced,Auto,Comedy,Female,40,Primetime,United-States,0.027464672000000002,Low,Yes,0
6672,Never-married,Political,Comedy,Female,40,Morning,United-States,0.027464672000000002,Low,Yes,0
27172,Married-civ-spouse,Pharma,Comedy,Male,40,Morning,United-States,0.077823055,Low,No,1
20991,Never-married,Political,Comedy,Female,40,Morning,United-States,0.027464672000000002,Low,No,0
17463,Married-civ-spouse,Pharma,Comedy,Male,50,Primetime,United-States,0.173579841,Medium,No,1
28091,Married-civ-spouse,Other,Comedy,Female,40,Primetime,United-States,0.027464672000000002,Low,Yes,0
10538,Married-civ-spouse,ClassAction,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Medium,No,0
20271,Divorced,Entertainment,Comedy,Female,40,Primetime,United-States,0.027464672000000002,High,No,0
12057,Divorced,Entertainment,Direct,Male,40,Morning,United-States,0.166966535,Low,Yes,1
8423,Married-civ-spouse,Pharma,Comedy,Male,45,Morning,United-States,0.027464672000000002,Low,No,0
13825,Divorced,Auto,Comedy,Male,40,Primetime,United-States,0.12977641199999998,Low,Yes,1
28117,Widowed,Entertainment,Infomercial,Female,35,Primetime,United-States,0.027464672000000002,Low,No,0
14935,Never-married,Auto,Comedy,Male,50,Primetime,United-States,0.027464672000000002,Low,No,0
13123,Married-civ-spouse,Pharma,Comedy,Male,45,Primetime,Poland,0.027464672000000002,Low,Yes,0
9965,Married-civ-spouse,Pharma,Comedy,Male,55,Primetime,United-States,0.027464672000000002,Low,No,1
26728,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,Yes,1
25136,Never-married,Auto,Infomercial,Female,40,Primetime,United-States,0.027464672000000002,Low,Yes,0
8314,Never-married,Political,Comedy,Female,25,Morning,International,0.027464672000000002,Low,No,0
4312,Separated,Entertainment,Comedy,Female,30,Primetime,United-States,0.027464672000000002,High,No,0
17027,Separated,Political,Comedy,Female,40,Morning,United-States,0.027464672000000002,Low,No,0
2032,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,High,Yes,1
21107,Married-civ-spouse,Pharma,Comedy,Male,99,Primetime,United-States,1.0,High,No,1
31181,Never-married,Auto,Other,Male,40,Primetime,Columbia,0.027464672000000002,High,No,0
22797,Divorced,Entertainment,Comedy,Female,38,Primetime,United-States,0.027464672000000002,Low,Yes,0
2795,Never-married,Political,Comedy,Male,20,Morning,United-States,0.027464672000000002,High,No,0
32481,Married-civ-spouse,Pharma,Comedy,Male,40,Daytime,United-States,0.027464672000000002,High,No,1
31007,Never-married,ClassAction,Comedy,Male,10,Morning,United-States,0.027464672000000002,Medium,No,0
10751,Married-civ-spouse,Pharma,Comedy,Male,40,Daytime,United-States,0.027464672000000002,Low,No,0
1788,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,Yes,0
23215,Never-married,Political,Comedy,Male,12,Morning,United-States,0.027464672000000002,Low,Yes,0
9330,Married-civ-spouse,Pharma,Drama,Male,55,Primetime,South,0.027464672000000002,High,Yes,0
26433,Widowed,Auto,Comedy,Female,37,Daytime,United-States,0.027464672000000002,Medium,No,0
7737,Never-married,Political,Drama,Female,20,Morning,United-States,0.027464672000000002,Low,No,0
32340,Never-married,Political,Comedy,Female,20,Morning,United-States,0.027464672000000002,High,No,0
22050,Divorced,Auto,Comedy,Male,30,Morning,United-States,0.027464672000000002,Low,Yes,0
4803,Married-civ-spouse,Pharma,Comedy,Male,20,Morning,United-States,0.027464672000000002,High,No,0
4743,Never-married,Political,Infomercial,Male,40,Morning,United-States,0.027464672000000002,Low,No,0
28771,Married-civ-spouse,Pharma,Infomercial,Male,40,Primetime,United-States,0.027464672000000002,High,No,1
25974,Married-civ-spouse,Pharma,Comedy,Male,60,Primetime,United-States,0.027464672000000002,High,No,1
4037,Never-married,Auto,Comedy,Male,50,Morning,United-States,0.027464672000000002,Medium,No,0
30676,Married-civ-spouse,Pharma,Comedy,Male,44,Primetime,United-States,0.027464672000000002,Medium,No,1
10460,Never-married,Political,Direct,Female,50,Morning,United-States,0.055522597,Low,Yes,0
6684,Never-married,ClassAction,Comedy,Male,70,Morning,United-States,0.027464672000000002,Low,No,0
14830,Widowed,Auto,Comedy,Female,40,Primetime,United-States,0.027464672000000002,Medium,No,0
11697,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,Yes,1
7774,Married-civ-spouse,Pharma,Comedy,Male,50,Primetime,United-States,0.027464672000000002,Low,Yes,0
607,Never-married,Auto,Comedy,Male,40,Morning,United-States,0.027464672000000002,Low,Yes,0
30070,Never-married,Auto,Comedy,Female,15,Morning,United-States,0.027464672000000002,Low,No,0
21414,Never-married,Political,Infomercial,Female,40,Morning,United-States,0.027464672000000002,Medium,No,0
24999,Married-civ-spouse,Other,Comedy,Female,60,Primetime,United-States,0.027464672000000002,Medium,No,1
21733,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,Yes,1
4259,Never-married,Political,Comedy,Female,10,Morning,United-States,0.027464672000000002,Low,No,0
28052,Widowed,Entertainment,Infomercial,Female,20,Primetime,United-States,0.027464672000000002,High,Yes,0
31341,Divorced,ClassAction,Comedy,Female,16,Primetime,United-States,0.027464672000000002,Low,Yes,0
27517,Never-married,Political,Comedy,Male,20,Morning,United-States,0.027464672000000002,Low,No,0
15211,Married-civ-spouse,Pharma,Other,Male,78,Primetime,United-States,0.027464672000000002,Low,Yes,1
14021,Married-civ-spouse,Pharma,Comedy,Male,40,Morning,United-States,0.027464672000000002,Low,Yes,1
1680,Married-civ-spouse,Other,Comedy,Female,40,Morning,United-States,0.027464672000000002,Low,Yes,1
31209,Married-civ-spouse,Pharma,Comedy,Male,40,Daytime,United-States,0.027464672000000002,Low,Yes,0
10572,Married-civ-spouse,Pharma,Comedy,Male,45,Primetime,United-States,0.027464672000000002,Low,Yes,1
15421,Never-married,Auto,Comedy,Male,20,Morning,United-States,0.027464672000000002,Low,No,0
77,Never-married,Entertainment,Comedy,Female,70,Morning,United-States,0.027464672000000002,High,Yes,0
14899,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,No,0
6538,Never-married,Political,Infomercial,Male,15,Morning,United-States,0.027464672000000002,High,No,0
12074,Divorced,Auto,Comedy,Male,30,Primetime,United-States,0.027464672000000002,Low,Yes,0
6661,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.076218356,Low,No,1
25356,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,No,0
15344,Never-married,Political,Comedy,Male,45,Primetime,United-States,0.027464672000000002,High,No,0
21869,Married-civ-spouse,Pharma,Comedy,Male,89,Primetime,United-States,0.027464672000000002,Low,No,1
94,Married-civ-spouse,Pharma,Comedy,Male,20,Primetime,United-States,0.027464672000000002,Medium,No,0
27084,Divorced,Entertainment,Comedy,Female,28,Primetime,United-States,0.027464672000000002,Low,Yes,0
22921,Married-civ-spouse,Other,Comedy,Female,40,Primetime,United-States,0.027464672000000002,Low,No,1
2987,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,Yes,1
8609,Never-married,Political,Comedy,Male,60,Morning,United-States,0.027464672000000002,High,Yes,0
26280,Never-married,Auto,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,Yes,0
7300,Married-civ-spouse,Pharma,Comedy,Male,16,Daytime,United-States,0.027464672000000002,Low,No,1
18096,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,Yes,0
15617,Married-civ-spouse,Other,Comedy,Female,40,Morning,United-States,0.027464672000000002,High,No,0
25116,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,High,No,1
7355,Never-married,Entertainment,Comedy,Female,56,Primetime,United-States,0.027464672000000002,Low,Yes,0
1017,Married-civ-spouse,Pharma,Comedy,Male,45,Morning,United-States,0.027464672000000002,Low,No,0
23739,Never-married,Auto,Comedy,Male,40,Morning,United-States,0.027464672000000002,Low,Yes,0
5417,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.09844101,High,No,1
25357,Married-civ-spouse,Pharma,Comedy,Male,40,Morning,United-States,0.027464672000000002,Low,Yes,0
26560,Married-civ-spouse,Other,Comedy,Female,40,Primetime,United-States,0.027464672000000002,Low,No,1
25954,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,Columbia,0.173579841,High,No,1
3978,Married-civ-spouse,Pharma,Comedy,Male,50,Daytime,United-States,0.222469681,High,Yes,1
31211,Never-married,Auto,Infomercial,Female,40,Primetime,United-States,0.027464672000000002,Low,No,0
11526,Married-civ-spouse,Pharma,Drama,Male,40,Primetime,Vietnam,0.027464672000000002,High,Yes,0
31729,Married-civ-spouse,Pharma,Comedy,Male,50,Morning,United-States,0.027464672000000002,Medium,No,0
21439,Divorced,Auto,Comedy,Male,72,Primetime,United-States,0.027464672000000002,Low,No,0
14680,Divorced,Auto,Comedy,Female,45,Primetime,United-States,0.027464672000000002,Low,Yes,0
25219,Separated,Auto,Comedy,Male,55,Primetime,United-States,0.027464672000000002,Medium,No,0
30291,Married-civ-spouse,Pharma,Comedy,Male,40,Morning,Mexico,0.027464672000000002,High,No,0
4202,Married-civ-spouse,Pharma,Comedy,Male,45,Primetime,United-States,0.027464672000000002,Medium,No,0
550,Married-civ-spouse,Pharma,Comedy,Male,20,Daytime,United-States,0.027464672000000002,Low,No,1
28203,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,Yes,1
13927,Married-civ-spouse,Other,Comedy,Female,45,Primetime,United-States,0.076218356,High,No,0
26787,Divorced,Entertainment,Comedy,Female,30,Daytime,United-States,0.027464672000000002,Low,Yes,0
702,Widowed,Auto,Infomercial,Female,40,Daytime,United-States,0.050280579000000006,Medium,No,0
32302,Married-civ-spouse,Pharma,Infomercial,Male,40,Daytime,United-States,0.027464672000000002,Low,Yes,1
24490,Married-civ-spouse,Pharma,Comedy,Male,16,Daytime,United-States,0.027464672000000002,Low,Yes,0
11447,Married-civ-spouse,Pharma,Comedy,Male,50,Primetime,United-States,0.027464672000000002,Low,No,1
22558,Never-married,Auto,Comedy,Female,60,Morning,United-States,0.027464672000000002,Medium,No,0
29903,Married-civ-spouse,Pharma,Comedy,Male,65,Primetime,United-States,0.027464672000000002,Low,Yes,0
1336,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,Yes,0
2949,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,High,No,0
29474,Married-civ-spouse,Pharma,Comedy,Male,40,Morning,United-States,0.027464672000000002,Low,Yes,1
21684,Never-married,Political,Comedy,Female,45,Morning,United-States,0.027464672000000002,Medium,No,0
8407,Never-married,Auto,Infomercial,Male,40,Morning,United-States,0.027464672000000002,Low,No,0
22816,Divorced,Auto,Comedy,Female,25,Primetime,United-States,0.027464672000000002,High,No,0
6999,Married-civ-spouse,Other,Drama,Female,40,Primetime,China,0.027464672000000002,High,No,0
20782,Married-civ-spouse,Pharma,Comedy,Male,60,Primetime,United-States,0.027464672000000002,High,No,1
337,Never-married,Auto,Infomercial,Male,40,Primetime,United-States,0.027464672000000002,Low,No,0
12676,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,Yes,0
14550,Divorced,Political,Comedy,Female,40,Primetime,United-States,0.027464672000000002,Low,Yes,0
19758,Married-civ-spouse,Other,Comedy,Female,60,Primetime,United-States,0.027464672000000002,Low,Yes,1
24199,Divorced,Auto,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,No,0
17216,Divorced,Entertainment,Comedy,Male,40,Primetime,United-States,0.027464672000000002,High,No,0
18870,Never-married,Political,Comedy,Male,10,Morning,United-States,0.027464672000000002,Low,No,0
31322,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,International,0.027464672000000002,Medium,No,1
21868,Never-married,Political,Comedy,Male,25,Morning,United-States,0.027464672000000002,High,No,0
11622,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,No,1
20446,Never-married,Political,Comedy,Female,80,Primetime,United-States,0.045271972,Low,Yes,0
2131,Never-married,Political,Direct,Male,40,Morning,United-States,0.027464672000000002,High,Yes,0
22104,Never-married,Auto,Comedy,Female,35,Primetime,United-States,0.16443791800000002,High,Yes,1
18135,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,Yes,1
20076,Never-married,Political,Comedy,Male,60,Morning,United-States,0.027464672000000002,Medium,No,0
19581,Widowed,Auto,Comedy,Female,10,Daytime,United-States,0.027464672000000002,Low,Yes,0
31027,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,High,Yes,0
22464,Widowed,Auto,Infomercial,Female,18,Daytime,United-States,0.027464672000000002,High,No,0
9357,Married-civ-spouse,Other,Comedy,Female,45,Primetime,United-States,0.027464672000000002,Low,Yes,0
1123,Separated,ClassAction,Drama,Female,35,Primetime,Philippines,0.027464672000000002,Low,No,0
9478,Never-married,Political,Comedy,Male,30,Morning,Mexico,0.027464672000000002,Low,Yes,0
23560,Separated,Auto,Comedy,Female,40,Primetime,United-States,0.027464672000000002,Medium,No,0
10243,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,Yes,0
11006,Never-married,Entertainment,Infomercial,Female,48,Primetime,United-States,0.027464672000000002,High,Yes,0
24198,Divorced,Entertainment,Comedy,Female,40,Primetime,United-States,0.027464672000000002,High,No,0
32136,Divorced,Auto,Comedy,Female,55,Primetime,United-States,0.027464672000000002,Low,No,0
12556,Married-civ-spouse,Pharma,Comedy,Male,52,Morning,United-States,0.027464672000000002,Low,Yes,1
23036,Never-married,Political,Comedy,Female,30,Morning,United-States,0.027464672000000002,Low,Yes,0
7248,Never-married,Political,Drama,Male,40,Morning,United-States,0.027464672000000002,Low,No,0
15914,Married-civ-spouse,Pharma,Comedy,Male,60,Primetime,United-States,0.027464672000000002,High,No,1
14213,Divorced,Auto,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,Yes,0
32184,Married-spouse-absent,Entertainment,Infomercial,Female,40,Primetime,United-States,0.027464672000000002,Low,Yes,0
19126,Married-civ-spouse,Pharma,Comedy,Male,50,Primetime,United-States,0.027464672000000002,Medium,No,0
3700,Married-civ-spouse,Pharma,Comedy,Male,45,Morning,United-States,0.027464672000000002,High,No,0
3091,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,High,Yes,1
2870,Divorced,Entertainment,Comedy,Female,40,Primetime,United-States,0.027464672000000002,Low,Yes,0
9301,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,High,No,0
19974,Married-civ-spouse,Pharma,Comedy,Male,25,Primetime,United-States,0.027464672000000002,Low,Yes,0
12802,Never-married,ClassAction,Infomercial,Female,32,Morning,United-States,0.027464672000000002,High,No,0
12410,Married-spouse-absent,Auto,Infomercial,Male,40,Morning,United-States,0.027464672000000002,Low,No,0
19329,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,Yes,0
14355,Divorced,Entertainment,Other,Male,50,Primetime,Ecuador,0.027464672000000002,High,Yes,0
3917,Never-married,Political,Comedy,Male,84,Morning,United-States,0.027464672000000002,Low,Yes,0
17419,Never-married,Auto,Infomercial,Male,37,Primetime,United-States,0.027464672000000002,Low,Yes,0
20614,Never-married,Auto,Comedy,Male,40,Morning,United-States,0.027464672000000002,Low,No,0
19373,Divorced,Auto,Other,Male,84,Primetime,Ecuador,0.027464672000000002,Low,Yes,1
21925,Married-civ-spouse,Pharma,Comedy,Male,40,Morning,United-States,0.027464672000000002,High,Yes,1
17141,Married-civ-spouse,Pharma,Infomercial,Male,60,Primetime,United-States,0.102233936,High,No,1
16491,Married-civ-spouse,Pharma,Comedy,Male,60,Morning,United-States,0.027464672000000002,High,Yes,0
18252,Widowed,Auto,Comedy,Female,3,Daytime,United-States,0.027464672000000002,Low,No,0
7107,Never-married,Political,Comedy,Male,35,Morning,United-States,0.027464672000000002,High,Yes,0
26122,Divorced,Auto,Comedy,Male,40,Morning,United-States,0.027464672000000002,Low,Yes,0
25062,Married-civ-spouse,Pharma,Comedy,Male,43,Primetime,United-States,0.027464672000000002,Low,Yes,1
17039,Never-married,Auto,Comedy,Female,40,Primetime,United-States,0.027464672000000002,Low,Yes,0
2248,Married-civ-spouse,Pharma,Comedy,Male,42,Primetime,United-States,0.027464672000000002,Low,Yes,1
22739,Never-married,Auto,Comedy,Male,40,Morning,United-States,0.027464672000000002,Low,Yes,0
20622,Married-civ-spouse,Pharma,Comedy,Male,50,Primetime,United-States,0.027464672000000002,Low,No,1
12994,Never-married,ClassAction,Comedy,Female,18,Morning,United-States,0.027464672000000002,Low,Yes,0
3858,Never-married,Auto,Comedy,Male,50,Primetime,United-States,0.027464672000000002,Low,Yes,1
18338,Widowed,Auto,Comedy,Female,40,Daytime,United-States,0.027464672000000002,High,Yes,0
13512,Separated,ClassAction,Comedy,Male,45,Primetime,United-States,0.027464672000000002,Low,Yes,1
12327,Divorced,Auto,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,Yes,0
14836,Separated,Entertainment,Infomercial,Female,60,Primetime,United-States,0.027464672000000002,Low,Yes,0
29083,Divorced,Auto,Comedy,Female,50,Primetime,United-States,0.027464672000000002,Low,No,1
24488,Married-civ-spouse,Pharma,Comedy,Male,40,Daytime,United-States,0.027464672000000002,Low,No,0
12038,Never-married,Auto,Comedy,Female,40,Primetime,United-States,0.027464672000000002,High,No,0
8184,Married-civ-spouse,Pharma,Comedy,Male,55,Primetime,United-States,0.027464672000000002,Low,Yes,0
20600,Married-civ-spouse,Other,Comedy,Female,40,Primetime,United-States,0.070120498,Low,Yes,0
31385,Never-married,Auto,Comedy,Male,40,Morning,United-States,0.027464672000000002,Low,Yes,0
25362,Divorced,Auto,Comedy,Female,40,Primetime,Canada,0.027464672000000002,Low,Yes,0
19086,Divorced,Auto,Comedy,Male,45,Primetime,United-States,0.027464672000000002,Low,Yes,0
30581,Never-married,Auto,Drama,Male,60,Primetime,South,0.027464672000000002,Medium,No,0
19823,Married-civ-spouse,ClassAction,Comedy,Male,45,Primetime,United-States,0.027464672000000002,Low,No,0
22461,Divorced,Entertainment,Comedy,Female,45,Primetime,United-States,0.027464672000000002,Low,No,0
30683,Never-married,Political,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,Yes,0
29121,Married-civ-spouse,Other,Comedy,Female,40,Daytime,United-States,0.027464672000000002,Low,Yes,0
16046,Married-civ-spouse,Pharma,Infomercial,Male,40,Primetime,United-States,0.027464672000000002,Low,Yes,0
18605,Never-married,Political,Comedy,Male,25,Morning,United-States,0.027464672000000002,Medium,No,0
20038,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,No,0
938,Married-civ-spouse,Pharma,Comedy,Male,50,Primetime,United-States,0.09844101,High,No,1
11922,Married-civ-spouse,Pharma,Comedy,Male,35,Primetime,United-States,0.027464672000000002,High,Yes,1
11712,Married-civ-spouse,Other,Comedy,Female,26,Primetime,United-States,0.027464672000000002,Low,No,0
2982,Married-civ-spouse,Pharma,Comedy,Male,45,Primetime,United-States,0.027464672000000002,Low,No,1
3624,Married-civ-spouse,Pharma,Comedy,Male,45,Primetime,United-States,0.027464672000000002,Low,No,1
25094,Never-married,Auto,Comedy,Male,35,Morning,United-States,0.027464672000000002,Low,No,0
3355,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,1.0,Low,Yes,1
31595,Divorced,Auto,Drama,Female,40,Primetime,Philippines,0.027464672000000002,Low,Yes,0
11171,Never-married,Auto,Comedy,Female,35,Daytime,United-States,0.027464672000000002,High,Yes,0
12796,Separated,Entertainment,Infomercial,Female,40,Morning,United-States,0.027464672000000002,Low,Yes,0
20656,Married-civ-spouse,Pharma,Infomercial,Male,40,Daytime,United-States,0.027464672000000002,Low,Yes,0
1162,Divorced,Political,Comedy,Male,20,Morning,United-States,0.027464672000000002,Low,Yes,0
19515,Never-married,Political,Comedy,Male,40,Morning,United-States,0.027464672000000002,High,No,0
23528,Married-civ-spouse,Pharma,Comedy,Male,50,Primetime,United-States,0.027464672000000002,Low,Yes,0
23225,Married-civ-spouse,Pharma,Comedy,Male,50,Morning,United-States,0.027464672000000002,Medium,No,1
18939,Married-civ-spouse,Other,Infomercial,Female,40,Primetime,United-States,0.077823055,Low,No,1
2676,Married-civ-spouse,ClassAction,Comedy,Male,50,Morning,United-States,0.027464672000000002,Medium,No,0
18697,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,Trinadad&Tobago,0.027464672000000002,Low,No,1
11602,Never-married,Auto,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,Yes,0
14026,Divorced,Auto,Comedy,Male,42,Primetime,United-States,0.027464672000000002,High,Yes,0
10760,Separated,Entertainment,Infomercial,Female,50,Primetime,International,0.027464672000000002,High,No,0
4967,Never-married,Political,Comedy,Female,40,Morning,United-States,0.027464672000000002,High,Yes,0
24273,Married-civ-spouse,Other,Comedy,Female,40,Primetime,United-States,0.027464672000000002,Low,No,1
6696,Divorced,Auto,Comedy,Male,20,Daytime,United-States,0.027464672000000002,Low,Yes,0
28071,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,Yes,0
15364,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,Yes,0
5118,Separated,Auto,Infomercial,Male,50,Primetime,United-States,0.027464672000000002,Low,Yes,0
16936,Married-civ-spouse,Pharma,Comedy,Male,50,Primetime,United-States,0.027464672000000002,Low,Yes,1
9386,Married-civ-spouse,Pharma,Drama,Male,40,Primetime,China,0.027464672000000002,High,No,1
29559,Married-civ-spouse,Pharma,Comedy,Male,50,Primetime,United-States,0.027464672000000002,Low,Yes,0
2899,Never-married,Political,Infomercial,Male,35,Morning,United-States,0.027464672000000002,Medium,No,0
17572,Never-married,Entertainment,Comedy,Female,40,Morning,United-States,0.027464672000000002,Medium,No,0
7399,Widowed,Entertainment,Other,Female,20,Primetime,Puerto-Rico,0.027464672000000002,Low,Yes,0
11440,Divorced,Entertainment,Comedy,Female,45,Primetime,United-States,0.04726569,Low,Yes,0
32355,Never-married,Auto,Comedy,Male,24,Morning,United-States,0.027464672000000002,Low,Yes,0
20227,Divorced,Auto,Comedy,Male,65,Primetime,United-States,0.027464672000000002,Low,Yes,0
21179,Never-married,Political,Comedy,Female,25,Morning,United-States,0.027464672000000002,Low,Yes,0
28808,Never-married,Auto,Infomercial,Male,48,Primetime,United-States,0.027464672000000002,Low,Yes,1
28299,Married-civ-spouse,Pharma,Comedy,Male,60,Primetime,United-States,0.027464672000000002,High,Yes,0
22129,Married-civ-spouse,Pharma,Comedy,Male,50,Primetime,United-States,0.027464672000000002,Low,Yes,1
31491,Never-married,Political,Comedy,Male,40,Morning,United-States,0.027464672000000002,Low,No,0
16483,Married-civ-spouse,Pharma,Comedy,Male,70,Primetime,United-States,0.027464672000000002,Low,No,0
19567,Married-spouse-absent,Auto,Comedy,Male,45,Morning,United-States,0.027464672000000002,Low,No,0
17143,Never-married,Auto,Comedy,Male,70,Primetime,United-States,0.16443791800000002,Medium,No,1
32488,Divorced,Entertainment,Infomercial,Male,40,Primetime,United-States,0.027464672000000002,Medium,No,0
26406,Divorced,Auto,Comedy,Female,40,Primetime,United-States,0.027464672000000002,Low,No,1
12517,Never-married,Political,Comedy,Female,16,Morning,United-States,0.027464672000000002,Low,No,0
9256,Never-married,Auto,Comedy,Male,60,Primetime,United-States,0.11123970300000001,Medium,No,1
18175,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,No,1
18180,Married-civ-spouse,Pharma,Comedy,Male,60,Primetime,United-States,0.027464672000000002,Low,Yes,0
26797,Married-civ-spouse,Pharma,Comedy,Male,50,Primetime,Cuba,0.027464672000000002,Low,No,1
26527,Divorced,Political,Drama,Male,40,Primetime,United-States,0.027464672000000002,Low,Yes,0
19726,Never-married,Political,Comedy,Male,40,Morning,United-States,0.027464672000000002,Low,No,0
12720,Married-civ-spouse,Pharma,Comedy,Male,50,Primetime,United-States,0.027464672000000002,High,Yes,1
13777,Never-married,Entertainment,Infomercial,Female,40,Morning,International,0.027464672000000002,High,Yes,0
20278,Married-civ-spouse,Pharma,Comedy,Male,36,Daytime,United-States,0.027464672000000002,High,Yes,0
4650,Separated,ClassAction,Comedy,Male,38,Morning,United-States,0.027464672000000002,High,No,0
2020,Separated,Entertainment,Infomercial,Male,40,Primetime,United-States,0.027464672000000002,Low,No,0
29907,Never-married,Political,Comedy,Female,6,Morning,United-States,0.027464672000000002,High,No,0
14092,Married-civ-spouse,Pharma,Comedy,Male,48,Primetime,United-States,0.027464672000000002,Low,No,1
